500, 0.0011675357818603516
1000, 0.005585432052612305
1500, 0.006446361541748047
2000, 0.00721287727355957
2500, 0.012669801712036133
3000, 0.009264707565307617
3500, 0.013184070587158203
4000, 0.01275324821472168
4500, 0.02192544937133789
5000, 0.015308856964111328
5500, 0.02391362190246582
6000, 0.02354741096496582
6500, 0.02341437339782715
7000, 0.022957563400268555
7500, 0.029087066650390625
8000, 0.03834247589111328
8500, 0.033473968505859375
9000, 0.03656935691833496
9500, 0.04112529754638672
10000, 0.030300617218017578
