0, 1
1, 2
2, 3
1, 4
2, 5
2, 6
1, 7
2, 8
1, 9
2, 10
1, 11
1, 12
2, 13
2, 14
2, 15
2, 16
2, 17
2, 18
2, 19
2, 20
2, 21
2, 22
2, 23
3, 24
3, 25
2, 26
2, 27
2, 28
2, 29
3, 30
3, 31
2, 32
2, 33
3, 34
3, 35
3, 36
2, 37
3, 38
3, 39
3, 40
2, 41
3, 42
2, 43
2, 44
2, 45
2, 46
3, 47
2, 48
2, 49
3, 50
3, 51
3, 52
3, 53
3, 54
2, 55
3, 56
3, 57
2, 58
3, 59
3, 60
2, 61
3, 62
2, 63
3, 64
3, 65
3, 66
2, 67
3, 68
3, 69
3, 70
3, 71
3, 72
3, 73
3, 74
3, 75
3, 76
3, 77
3, 78
3, 79
3, 80
3, 81
3, 82
3, 83
3, 84
3, 85
3, 86
3, 87
3, 88
2, 89
3, 90
3, 91
3, 92
4, 93
3, 94
3, 95
3, 96
3, 97
3, 98
3, 99
3, 100
3, 101
3, 102
3, 103
3, 104
3, 105
3, 106
4, 107
4, 108
3, 109
3, 110
3, 111
3, 112
3, 113
3, 114
3, 115
3, 116
3, 117
3, 118
3, 119
3, 120
3, 121
3, 122
4, 123
4, 124
3, 125
3, 126
3, 127
3, 128
4, 129
4, 130
4, 131
4, 132
4, 133
4, 134
3, 135
3, 136
4, 137
3, 138
3, 139
3, 140
4, 141
3, 142
4, 143
3, 144
4, 145
4, 146
4, 147
4, 148
4, 149
3, 150
3, 151
4, 152
3, 153
3, 154
3, 155
3, 156
4, 157
3, 158
3, 159
4, 160
4, 161
4, 162
3, 163
4, 164
3, 165
4, 166
4, 167
4, 168
3, 169
3, 170
4, 171
4, 172
4, 173
3, 174
4, 175
4, 176
3, 177
4, 178
4, 179
4, 180
3, 181
4, 182
4, 183
4, 184
4, 185
4, 186
4, 187
4, 188
4, 189
4, 190
4, 191
4, 192
4, 193
4, 194
4, 195
4, 196
4, 197
4, 198
4, 199
4, 200
3, 201
4, 202
4, 203
4, 204
4, 205
4, 206
4, 207
4, 208
4, 209
4, 210
4, 211
4, 212
4, 213
4, 214
4, 215
4, 216
4, 217
5, 218
4, 219
4, 220
5, 221
5, 222
4, 223
5, 224
4, 225
4, 226
4, 227
5, 228
4, 229
4, 230
4, 231
4, 232
4, 233
4, 234
4, 235
4, 236
4, 237
5, 238
4, 239
4, 240
4, 241
4, 242
4, 243
4, 244
4, 245
4, 246
4, 247
4, 248
5, 249
4, 250
5, 251
4, 252
5, 253
5, 254
5, 255
5, 256
5, 257
5, 258
4, 259
4, 260
5, 261
5, 262
5, 263
5, 264
5, 265
4, 266
5, 267
5, 268
5, 269
5, 270
5, 271
4, 272
4, 273
5, 274
4, 275
5, 276
5, 277
5, 278
5, 279
5, 280
5, 281
5, 282
5, 283
4, 284
5, 285
4, 286
5, 287
4, 288
4, 289
5, 290
4, 291
5, 292
5, 293
5, 294
4, 295
4, 296
5, 297
5, 298
5, 299
5, 300
4, 301
5, 302
5, 303
5, 304
5, 305
5, 306
4, 307
5, 308
5, 309
5, 310
5, 311
5, 312
5, 313
4, 314
5, 315
5, 316
5, 317
5, 318
4, 319
5, 320
5, 321
5, 322
5, 323
5, 324
5, 325
5, 326
5, 327
4, 328
5, 329
5, 330
5, 331
5, 332
5, 333
5, 334
5, 335
5, 336
5, 337
5, 338
5, 339
5, 340
5, 341
5, 342
5, 343
5, 344
5, 345
5, 346
5, 347
5, 348
5, 349
5, 350
4, 351
5, 352
5, 353
5, 354
5, 355
5, 356
5, 357
4, 358
5, 359
5, 360
5, 361
5, 362
5, 363
5, 364
5, 365
5, 366
5, 367
5, 368
5, 369
5, 370
5, 371
5, 372
5, 373
5, 374
5, 375
5, 376
5, 377
5, 378
5, 379
5, 380
5, 381
5, 382
5, 383
5, 384
5, 385
6, 386
5, 387
5, 388
5, 389
5, 390
6, 391
5, 392
5, 393
6, 394
5, 395
5, 396
6, 397
6, 398
5, 399
6, 400
5, 401
5, 402
6, 403
6, 404
6, 405
5, 406
5, 407
6, 408
6, 409
5, 410
6, 411
6, 412
5, 413
5, 414
6, 415
5, 416
5, 417
5, 418
5, 419
5, 420
6, 421
6, 422
6, 423
5, 424
6, 425
6, 426
6, 427
6, 428
6, 429
6, 430
6, 431
6, 432
6, 433
6, 434
6, 435
6, 436
6, 437
6, 438
6, 439
6, 440
6, 441
6, 442
6, 443
5, 444
6, 445
6, 446
5, 447
6, 448
6, 449
6, 450
6, 451
6, 452
6, 453
6, 454
6, 455
6, 456
6, 457
6, 458
6, 459
6, 460
6, 461
6, 462
6, 463
6, 464
6, 465
5, 466
6, 467
6, 468
6, 469
6, 470
6, 471
6, 472
6, 473
6, 474
6, 475
6, 476
6, 477
6, 478
5, 479
6, 480
6, 481
6, 482
6, 483
6, 484
6, 485
6, 486
6, 487
6, 488
6, 489
6, 490
6, 491
6, 492
6, 493
6, 494
6, 495
6, 496
6, 497
6, 498
6, 499
6, 500
6, 501
6, 502
6, 503
6, 504
6, 505
6, 506
6, 507
6, 508
6, 509
6, 510
6, 511
6, 512
6, 513
6, 514
6, 515
6, 516
6, 517
6, 518
6, 519
6, 520
5, 521
6, 522
6, 523
6, 524
6, 525
6, 526
6, 527
6, 528
6, 529
6, 530
6, 531
6, 532
6, 533
6, 534
6, 535
6, 536
6, 537
6, 538
6, 539
6, 540
6, 541
6, 542
6, 543
6, 544
7, 545
7, 546
7, 547
7, 548
7, 549
7, 550
6, 551
7, 552
7, 553
6, 554
6, 555
6, 556
6, 557
6, 558
7, 559
6, 560
7, 561
6, 562
6, 563
6, 564
7, 565
6, 566
7, 567
6, 568
6, 569
6, 570
7, 571
6, 572
6, 573
6, 574
7, 575
6, 576
7, 577
7, 578
7, 579
7, 580
7, 581
7, 582
7, 583
6, 584
7, 585
6, 586
6, 587
7, 588
7, 589
6, 590
7, 591
6, 592
7, 593
6, 594
7, 595
7, 596
7, 597
6, 598
6, 599
6, 600
7, 601
7, 602
7, 603
6, 604
7, 605
7, 606
6, 607
6, 608
7, 609
6, 610
6, 611
7, 612
7, 613
7, 614
7, 615
6, 616
7, 617
7, 618
7, 619
7, 620
7, 621
6, 622
7, 623
7, 624
7, 625
7, 626
7, 627
7, 628
6, 629
7, 630
7, 631
7, 632
7, 633
7, 634
7, 635
7, 636
7, 637
7, 638
7, 639
7, 640
7, 641
6, 642
7, 643
7, 644
7, 645
7, 646
7, 647
6, 648
7, 649
7, 650
7, 651
6, 652
7, 653
7, 654
7, 655
7, 656
7, 657
7, 658
7, 659
7, 660
7, 661
6, 662
7, 663
7, 664
7, 665
7, 666
7, 667
7, 668
7, 669
7, 670
7, 671
7, 672
7, 673
7, 674
7, 675
7, 676
7, 677
7, 678
6, 679
7, 680
7, 681
7, 682
7, 683
7, 684
7, 685
7, 686
7, 687
7, 688
7, 689
7, 690
7, 691
7, 692
7, 693
7, 694
7, 695
7, 696
7, 697
7, 698
7, 699
7, 700
7, 701
6, 702
6, 703
7, 704
7, 705
7, 706
7, 707
7, 708
7, 709
7, 710
7, 711
7, 712
7, 713
7, 714
7, 715
7, 716
7, 717
7, 718
7, 719
6, 720
7, 721
7, 722
7, 723
7, 724
7, 725
7, 726
7, 727
7, 728
7, 729
7, 730
7, 731
7, 732
7, 733
7, 734
7, 735
7, 736
7, 737
7, 738
7, 739
7, 740
7, 741
7, 742
7, 743
6, 744
6, 745
7, 746
7, 747
7, 748
7, 749
7, 750
7, 751
7, 752
8, 753
8, 754
8, 755
8, 756
7, 757
7, 758
7, 759
8, 760
7, 761
7, 762
8, 763
7, 764
7, 765
7, 766
7, 767
7, 768
8, 769
8, 770
7, 771
7, 772
