500, 0.5580968856811523
1000, 3.2283377647399902
1500, 9.021266222000122
2000, 14.918131828308105
2500, 29.266757488250732
3000, 43.11382555961609
3500, 53.850419759750366
4000, 75.29407000541687
4500, 98.53614568710327
5000, 125.7224428653717
5500, 176.6053535938263
6000, 242.32896518707275
6500, 0.005202054977416992
7000, 0.0050640106201171875
7500, 0.005479335784912109
8000, 0.007122039794921875
8500, 0.007195234298706055
9000, 0.008644342422485352
9500, 0.009563446044921875
10000, 0.009966611862182617
